device_id,date,pm1,pm2_5,pm10
349454004704,2022-11-19,34.2775,37.1601,50.8922
349454004704,2022-11-18,56.2261,59.1291,74.0903
349454004704,2022-11-17,38.2493,41.1631,54.6222
349454004704,2022-11-16,37.5088,40.6225,55.4827
349454004704,2022-11-15,53.3355,57.9715,73.8337
349454004704,2022-11-14,62.1487,67.617,84.0788
349454004704,2022-11-13,49.2257,53.7693,68.9895
349454004704,2022-11-12,43.4427,46.982,60.7855
349454004704,2022-11-11,40.6595,43.7148,56.2956
349454004704,2022-11-10,64.9365,70.7939,87.6768
349454004704,2022-11-09,50.1696,56.3739,72.3441
349454004704,2022-11-08,33.988,38.2324,52.0376
349454004704,2022-11-07,42.5444,47.0241,59.8584
349454004704,2022-11-06,15.7421,18.5762,27.2503
349454004704,2022-11-05,27.4684,30.8416,41.7089
349454004704,2022-11-04,30.1941,32.7716,44.6994
349454004704,2022-11-03,45.8699,49.8585,63.8548
349454004704,2022-11-02,37.0845,39.9484,53.5987
349454004704,2022-11-01,44.9245,47.8765,62.4961
349454004210,2022-11-30,5.0473,7.7665,14.8784
349454004210,2022-11-29,22.9357,27.5022,40.3118
349454004210,2022-11-28,28.4815,33.7522,48.9672
349454004210,2022-11-27,45.3927,53.9634,76.2349
349454004210,2022-11-26,55.0838,65.2778,91.0755
349454004210,2022-11-25,69.5013,80.8298,107.2727
349454004210,2022-11-24,28.2834,33.0853,46.3305
349454004210,2022-11-23,12.6287,15.4574,23.9277
349454004210,2022-11-22,15.8523,19.1416,29.0505
349454004210,2022-11-21,28.7478,34.1547,48.4635
349454004210,2022-11-20,16.2324,19.3832,29.1249
349454004210,2022-11-19,27.9918,32.6235,45.7285
349454004210,2022-11-18,31.9907,36.7904,51.438
349454004210,2022-11-17,58.7869,68.9475,89.4376
349454004210,2022-11-16,45.2009,52.2754,70.4731
349454004210,2022-11-15,57.0796,66.7572,86.7541
349454004210,2022-11-14,31.6398,37.487,52.8972
349454004210,2022-11-13,35.0574,41.2092,58.2314
349454004210,2022-11-12,36.3445,42.9152,59.6974
349454004210,2022-11-11,34.8607,41.7621,58.3881
349454004210,2022-11-10,87.8646,104.1809,133.3669
A848FA93F400,2022-11-30,,,
A848FA93F400,2022-11-29,,,
A848FA93F400,2022-11-28,,,
A848FA93F400,2022-11-27,,,
A848FA93F400,2022-11-26,,,
A848FA93F400,2022-11-25,,,
A848FA93F400,2022-11-24,,,
A848FA93F400,2022-11-23,,,
A848FA93F400,2022-11-22,,,
A848FA93F400,2022-11-21,,,
A848FA93F400,2022-11-20,,,
A848FA93F400,2022-11-19,,,
A848FA93F400,2022-11-18,,,
A848FA93F400,2022-11-17,,,
A848FA93F400,2022-11-16,,,
A848FA93F400,2022-11-15,,,
A848FA93F400,2022-11-14,,,
A848FA93F400,2022-11-13,,,
A848FA93F400,2022-11-12,,,
A848FA93F400,2022-11-11,,,
A848FA93F400,2022-11-10,,,
A848FA93F400,2022-11-09,,,
A848FA93F400,2022-11-08,,,
A848FA93F400,2022-11-07,,,
A848FA93F400,2022-11-06,,,
A848FA93F400,2022-11-05,,,
A848FA93F400,2022-11-04,,,
A848FA93F400,2022-11-03,,,
A848FA93F400,2022-11-02,,,
A848FA93F400,2022-11-01,,,
0CDC7E3DD45C,2022-11-30,33.6832,38.2086,53.9818
0CDC7E3DD45C,2022-11-29,34.9694,40.4581,57.1161
0CDC7E3DD45C,2022-11-28,40.5677,47.1451,66.915
0CDC7E3DD45C,2022-11-27,45.7509,53.2208,75.5339
0CDC7E3DD45C,2022-11-26,44.3285,50.5606,69.8098
0CDC7E3DD45C,2022-11-25,41.081,47.1555,66.0327
0CDC7E3DD45C,2022-11-24,30.1497,35.3409,50.0193
0CDC7E3DD45C,2022-11-23,22.2654,25.4801,36.9851
0CDC7E3DD45C,2022-11-22,28.6479,32.8357,46.9122
0CDC7E3DD45C,2022-11-21,25.5077,29.9777,44.1279
0CDC7E3DD45C,2022-11-20,19.7779,23.1197,34.1321
0CDC7E3DD45C,2022-11-19,32.7313,37.5253,52.9585
0CDC7E3DD45C,2022-11-18,24.4453,28.5818,40.8472
0CDC7E3DD45C,2022-11-17,29.2313,33.7051,47.7948
0CDC7E3DD45C,2022-11-16,29.4045,33.9124,47.7215
0CDC7E3DD45C,2022-11-15,54.0349,61.6687,83.2038
0CDC7E3DD45C,2022-11-14,50.9471,58.6581,79.2163
0CDC7E3DD45C,2022-11-13,39.8528,45.6787,63.6352
0CDC7E3DD45C,2022-11-12,40.1012,45.7403,63.2487
0CDC7E3DD45C,2022-11-11,35.1395,40.2784,55.8337
0CDC7E3DD45C,2022-11-10,29.8785,34.3261,48.0723
0CDC7E3DD45C,2022-11-09,31.2962,36.6504,51.8694
0CDC7E3DD45C,2022-11-08,31.8,36.9474,51.7441
0CDC7E3DD45C,2022-11-07,25.7708,30.7036,43.9195
0CDC7E3DD45C,2022-11-06,12.5407,15.784,24.4937
0CDC7E3DD45C,2022-11-05,18.7856,21.665,31.5514
0CDC7E3DD45C,2022-11-04,25.9914,29.6366,41.5697
0CDC7E3DD45C,2022-11-03,30.0724,34.2612,47.8482
0CDC7E3DD45C,2022-11-02,30.274,34.8332,48.9139
0CDC7E3DD45C,2022-11-01,20.4176,24.172,35.5058
0CDC7E3DD6EC,2022-11-30,44.7932,50.1691,66.8454
0CDC7E3DD6EC,2022-11-29,50.8508,57.3422,75.5489
0CDC7E3DD6EC,2022-11-28,33.943,38.6603,53.6684
0CDC7E3DD6EC,2022-11-27,31.1678,35.4677,49.0211
0CDC7E3DD6EC,2022-11-26,50.1865,55.7538,73.3237
0CDC7E3DD6EC,2022-11-25,46.2104,51.9018,68.0607
0CDC7E3DD6EC,2022-11-24,52.0015,57.1654,75.0496
0CDC7E3DD6EC,2022-11-15,58.3207,64.8052,83.3583
0CDC7E3DD6EC,2022-11-14,61.0215,67.7887,86.324
0CDC7E3DD6EC,2022-11-13,52.3488,58.579,75.2903
